,Unnamed: 0,id,sentence,Arousal,Dominance,Valence,sd.Arousal,sd.Dominance,sd.Valence,freq,reg,words,Valence_predicted,Arousal_predicted,Dominance_predicted
582,582,Fermentation_Eminent-Domain_10614_10745,"Then, at Steve's site there is an interesting discussion of his current ongoing efforts with blends from Carneros and Sonoma Coast.",3.0,3.0,3.0,0.0,0.0,0.0,5,then  at steve's site there is an interesting discussion of his current ongoing efforts with blends from carneros and sonoma coast ,22,3.1835148,3.0149179,3.10151
583,583,Fermentation_Eminent-Domain_10746_10824,"It's easy to get lost in nomenclatures, when one is striving for new concepts.",3.0,3.0,3.0,0.0,0.6324555320336761,0.0,5,it's easy to get lost in nomenclatures  when one is striving for new concepts ,15,3.1938002,3.0498457,3.1206062
584,584,Fermentation_Eminent-Domain_10827_11013,"In a way, all this tries to approach terroir from a slight distance; plus the historical distinctions between the two premium distinctive varietal regions, Napa county and Sonoma county.",2.5,3.5,2.5,0.5,0.5,0.5,2,in a way  all this tries to approach terroir from a slight distance; plus the historical distinctions between the two premium distinctive varietal regions  napa county and sonoma county ,30,3.113729,3.0265548,3.0818155
585,585,Fermentation_Eminent-Domain_11014_11221,Winkler heat summation datapoints also clarified several decades ago some of the plant physiologic underpinnings of why Napa county and Sonoma county were the natural leaders in premium winegrape production.,2.0,3.0,3.0,1.0,0.0,0.0,2,winkler heat summation datapoints also clarified several decades ago some of the plant physiologic underpinnings of why napa county and sonoma county were the natural leaders in premium winegrape production ,30,3.0098248,3.0292857,3.0706668
586,586,Fermentation_Eminent-Domain_11222_11318,There are many reasons why the new labeling requirement makes sense from all these perspectives.,2.5,3.3333333333333304,3.3333333333333304,0.763762615825973,0.7453559924999301,0.7453559924999301,6,there are many reasons why the new labeling requirement makes sense from all these perspectives ,15,3.0272355,3.0082498,3.0717018
587,587,Fermentation_Eminent-Domain_11355_11375,JohnLopresti said...,3.2,3.2,3.0,0.9797958971132712,0.4,0.0,5,johnlopresti said   ,2,2.9077635,3.018683,3.0342991
588,588,Fermentation_Eminent-Domain_11376_11484,"sorry, I keep forgetting the Fermentation site's html protocol; here is the OIVV label guideline link again:",3.0,3.0,2.8,0.0,0.6324555320336761,0.4,5,sorry  i keep forgetting the fermentation site's html protocol; here is the oivv label guideline link again:,20,3.0855346,3.0371761,3.094922
589,589,Fermentation_Eminent-Domain_11613_11628,El Jefe said...,2.8,2.8,2.8,0.748331477354788,0.4,0.4,5,el jefe said   ,3,2.9509263,3.0196033,3.0495174
590,590,Fermentation_Eminent-Domain_11629_12005,"OK, so here's the real requirement: ""Any wine labeled with an American Viticultural Area established yada yada, that is located entirely within yada yada, shall bear the designation ""Sonoma County"" on the label in a type size not smaller than two millimeters on containers of more than 187 milliliters or smaller than one millimeter on containers of 187 milliliters or less.",2.8,3.0,3.0,0.4,0.0,0.0,5,"ok  so here's the real requirement: ""any wine labeled with an american viticultural area established yada yada  that is located entirely within yada yada  shall bear the designation ""sonoma county"" on the label in a type size not smaller than two millimeters on containers of more than 0 milliliters or smaller than one millimeter on containers of 0 milliliters or less ",66,2.9103823,2.9935715,3.0470667
591,591,Fermentation_Eminent-Domain_12009_12120,"If I recall correctly, this is almost exactly the same as the requirement for the government warning type size.",3.0,3.2,2.8,0.0,0.4,0.4,5,if i recall correctly  this is almost exactly the same as the requirement for the government warning type size ,19,2.7890353,3.0702744,3.0185356
592,592,Fermentation_Eminent-Domain_12123_12214,"So the answer seems pretty clear to me: just add ""Sonoma County"" to the government warning.",3.3333333333333304,2.6666666666666696,2.3333333333333304,0.471404520791032,0.471404520791032,0.942809041582063,3,"so the answer seems pretty clear to me: just add ""sonoma county"" to the government warning ",19,2.8539286,2.9973063,3.0280142
593,593,Fermentation_Eminent-Domain_12251_12269,Johnonwine said...,2.6666666666666696,3.3333333333333304,3.0,0.471404520791032,0.471404520791032,0.0,3,johnonwine said   ,2,2.9077635,3.018683,3.0342991
594,594,Fermentation_Eminent-Domain_12271_12389,"They [Honore Comfort and the Sonoma County Vintners] point to the prestige that the ""Napa Valley"" designation carries.",2.75,3.0,3.0,0.43301270189221897,0.0,0.0,4,"they [honore comfort and the sonoma county vintners] point to the prestige that the ""napa valley"" designation carries ",22,3.0705683,3.0059593,3.0759637
595,595,Fermentation_Eminent-Domain_12390_12529,"But this prestige has nothing to due with the law that demands ""Napa Valley"", in addition to simply ""Rutherford"", be placed on these wines.",2.8,3.2,2.8,0.4,0.4,0.4,5,"but this prestige has nothing to due with the law that demands ""napa valley""  in addition to simply ""rutherford""  be placed on these wines ",28,3.0979965,2.9947748,3.0826964
596,596,Fermentation_Eminent-Domain_12530_12656,"It has to do entirely with the promotional effort that has gone into making ""Napa Valley"" a place associated with great wines.",3.2,3.2,3.4,0.4,0.4,0.489897948556636,5,"it has to do entirely with the promotional effort that has gone into making ""napa valley"" a place associated with great wines ",24,3.1821268,3.0102236,3.1097653
597,597,Fermentation_Eminent-Domain_12659_12731,"Such an association will not be made with ""Sonoma County"" wines...ever. ",3.3333333333333304,3.6666666666666696,2.6666666666666696,0.471404520791032,0.471404520791032,0.471404520791032,3,"such an association will not be made with ""sonoma county"" wines   ever  ",14,3.1856945,3.0444798,3.1133838
598,598,Fermentation_Eminent-Domain_12733_12922,"Tom, I would suggest that all Napa wineries, good and bad, benefit from having Napa Valley on the label; it is indeed a great example of marketing - what you describe as promotional effort.",3.2,3.2,3.2,0.4,0.4,0.4,5,tom  i would suggest that all napa wineries  good and bad  benefit from having napa valley on the label; it is indeed a great example of marketing - what you describe as promotional effort ,35,3.0477896,3.0265217,3.0824842
599,599,Fermentation_Eminent-Domain_12925_13147,"Perhaps the proponents of the law are not doing the job they were hired to do, perhaps the SCV needs a more passionate communicator on their marketing team, putting together the quality promotion you suggest is impossible.",3.2,3.0,2.2,0.4,0.6324555320336761,0.4,5,perhaps the proponents of the law are not doing the job they were hired to do  perhaps the scv needs a more passionate communicator on their marketing team  putting together the quality promotion you suggest is impossible ,37,2.9326024,3.0377924,3.0437078
600,600,Fermentation_Eminent-Domain_13150_13302,"Sonoma County, with roughly half of the wineries of Napa County, wins roughly twice as many gold medals in national and international wine competitions.",3.4,3.4,4.0,0.8,0.8,0.8944271909999159,5,sonoma county  with roughly half of the wineries of napa county  wins roughly twice as many gold medals in national and international wine competitions ,24,3.152007,3.0200417,3.1043959
601,601,Fermentation_Eminent-Domain_13303_13449,"That, the fact that their wines cost less on average, and the wineries are friendlier, less snooty is a compelling story to get out to the public.",3.0,3.3333333333333304,3.0,0.0,0.471404520791032,0.0,3,that  the fact that their wines cost less on average  and the wineries are friendlier  less snooty is a compelling story to get out to the public ,27,2.9490428,3.0443065,3.06146
602,602,Fermentation_Eminent-Domain_13452_13557,"Heck, if folks knew all that, maybe folks would be seeking out bottles with ""Sonoma County"" on the label.",2.6,3.0,2.8,0.8,0.0,0.748331477354788,5,"heck  if folks knew all that  maybe folks would be seeking out bottles with ""sonoma county"" on the label ",21,3.01895,3.0064926,3.0703185
603,603,Fermentation_Eminent-Domain_13560_13689,"You suggest that this is a bad law, that Sonoma County will never be associated with high quality wine in the way Napa County is.",2.8,2.6,2.4,0.4,0.489897948556636,0.489897948556636,5,you suggest that this is a bad law  that sonoma county will never be associated with high quality wine in the way napa county is ,25,3.0956779,3.0307536,3.085778
604,604,Fermentation_Eminent-Domain_13690_13882,"I disagree, but I am eternally hopeful, optimistic that the Sonoma County Vintners will inject a little passion and not more of the same old staid and boring in their marketing communications.",3.2,2.8,3.2,0.4,0.4,0.4,5,i disagree  but i am eternally hopeful  optimistic that the sonoma county vintners will inject a little passion and not more of the same old staid and boring in their marketing communications ,32,2.8880951,2.974561,3.0308762
605,605,Fermentation_Eminent-Domain_13883_13970,"I have confidence they will change, retool, improve, live up to their responsibilities.",3.6,3.4,4.0,0.489897948556636,0.489897948556636,0.0,5,i have confidence they will change  retool  improve  live up to their responsibilities ,13,2.969569,3.0407112,3.050062
606,606,Fermentation_Eminent-Domain_13973_14063,"I worked selling and marketing Sonoma County wines, I won awards for my marketing efforts.",3.0,3.2,3.4,0.0,0.4,0.489897948556636,5,i worked selling and marketing sonoma county wines  i won awards for my marketing efforts ,15,3.2562609,3.0574415,3.14191
607,607,Fermentation_Eminent-Domain_14064_14084,The story is simple.,2.2,2.8,3.2,0.4,0.4,0.4,5,the story is simple ,4,2.924055,3.0877397,3.047577
608,608,Fermentation_Eminent-Domain_14085_14112,People are receptive to it.,2.75,3.0,3.25,0.43301270189221897,0.0,0.43301270189221897,4,people are receptive to it ,5,2.9995515,3.0184627,3.0612595
609,609,Fermentation_Eminent-Domain_14113_14162,Selling the magic of Sonoma County wines is easy.,2.6666666666666696,3.0,3.6666666666666696,0.471404520791032,0.0,0.942809041582063,3,selling the magic of sonoma county wines is easy ,9,3.1289082,3.0439115,3.1035674
610,610,Fermentation_Eminent-Domain_14165_14315,"That's my take anyway, I don't aim to be contrarian, but I don't mind being the sole supporter of the law - as a Sonoma County born and bred wine guy.",3.0,3.2,3.0,0.0,0.4,0.0,5,that's my take anyway  i don't aim to be contrarian  but i don't mind being the sole supporter of the law - as a sonoma county born and bred wine guy ,34,3.129691,3.050948,3.1015534
611,611,Fermentation_HR5034_3_47,"H.R. 5034: The Lies, The Facts, The Fictions",2.8,3.0,2.6,0.4,0.6324555320336761,0.489897948556636,5,h r  0: the lies  the facts  the fictions,10,3.16892,3.104755,3.1182697
612,612,Fermentation_HR5034_50_299,"With so much at stake for America's alcohol wholesalers and their protected monopoly status that props up unearned profits, it's no surprise they would swing for the fences with all their state-granted political power and attempt to pass H.R. 5034 .",3.0,2.8,3.0,0.0,0.4,0.0,5,with so much at stake for america's alcohol wholesalers and their protected monopoly status that props up unearned profits  it's no surprise they would swing for the fences with all their state-granted political power and attempt to pass h r  0  ,43,2.6649928,3.1050694,2.9731827
613,613,Fermentation_HR5034_300_773,"This bill, currently in Congress, would give wholesaler lobbyists the means to turn back the clock on consumer access to wine, lead to the passage of laws that override federal regulations on alcohol, kill jobs and business that focus on artisan production of wine, beer and spirits, punish and dismantle small specialty wine retailers that serve the consumers that wholesalers won't and override the critical Constitutional principle of a single American economic union...",3.0,3.0,2.8,0.0,0.0,0.4,5,this bill  currently in congress  would give wholesaler lobbyists the means to turn back the clock on consumer access to wine  lead to the passage of laws that override federal regulations on alcohol  kill jobs and business that focus on artisan production of wine  beer and spirits  punish and dismantle small specialty wine retailers that serve the consumers that wholesalers won't and override the critical constitutional principle of a single american economic union   ,74,2.9052215,3.0147626,3.0510051
614,614,Fermentation_HR5034_773_916,all for the sake of protecting wholesaler profits by giving them unprecedented control and influence over the entire American alcohol industry.,2.4,2.8,3.0,0.489897948556636,0.4,0.0,5,all for the sake of protecting wholesaler profits by giving them unprecedented control and influence over the entire american alcohol industry ,21,3.0359502,3.0285816,3.0851955
615,615,Fermentation_HR5034_917_1158,"But what is truly remarkable (and likely a result of the wholesalers' hubris stemming from 75 years of being granted government welfare) is their willingness to misrepresent facts, ignore the truth, and mislead in their defense of H.R. 5034.",3.5,2.5,2.5,0.5,0.5,0.5,2,but what is truly remarkable (and likely a result of the wholesalers' hubris stemming from 0 years of being granted government welfare) is their willingness to misrepresent facts  ignore the truth  and mislead in their defense of h r  0 ,43,2.6556773,3.0991724,2.9707305
616,616,Fermentation_HR5034_1159_1406,"The recently launched www.hr5034.org website is the creation of the National Beer Wholesalers Association and and appears to be the repository all the misrepresentation, ignorance and misleading ideas supporters of H.R. 5034 could possibly muster.",3.25,3.25,2.25,0.82915619758885,0.82915619758885,0.82915619758885,4,the recently launched www hr0 org website is the creation of the national beer wholesalers association and and appears to be the repository all the misrepresentation  ignorance and misleading ideas supporters of h r  0 could possibly muster ,38,2.8316622,3.1291943,3.0207102
617,617,Fermentation_HR5034_1407_1584,"For the sake of context and setting the record straight, this post address many of the misrepresentations and misleading claims made at the middlemen's disingenuous new website.",2.8,3.0,3.0,0.4,0.0,0.0,5,for the sake of context and setting the record straight  this post address many of the misrepresentations and misleading claims made at the middlemen's disingenuous new website ,28,3.119691,2.9959357,3.0918057
618,618,Fermentation_HR5034_1585_1629,On their homepage ( http://www.hr5034.org/ ),2.8,3.0,3.0,0.4,0.0,0.0,5,on their homepage (  //www hr0 org/ ),8,3.1577294,3.0300612,3.1041048
619,619,Fermentation_HR5034_1631_1799,Today’s system balances competition with public safety to ensure that consumers can enjoy alcohol without suffering the negative effects of an unregulated marketplace,3.2,3.2,3.2,0.4,0.4,0.4,5,today’s system balances competition with public safety to ensure that consumers can enjoy alcohol without suffering the negative effects of an unregulated marketplace,25,2.9467597,3.0513792,3.0517602
620,620,Fermentation_HR5034_1802_2067,"Is there really any competition when the state-based regulatory system the wholesalers love so much require that producers of alcohol use a wholesaler to bring their goods to market, meaning that without use of a wholesaler a producer cannot enter a state's market?",3.2,3.0,2.6,0.4,0.0,0.489897948556636,5,is there really any competition when the state-based regulatory system the wholesalers love so much require that producers of alcohol use a wholesaler to bring their goods to market  meaning that without use of a wholesaler a producer cannot enter a state's market?,46,3.1020386,3.0116675,3.0934534
621,621,Fermentation_HR5034_2068_2149,"It also means that wholesalers get to decide what consumers drink, not consumers.",3.2,2.6,2.0,0.4,0.489897948556636,0.0,5,it also means that wholesalers get to decide what consumers drink  not consumers ,13,2.845283,3.1328943,3.0360272
622,622,Fermentation_HR5034_2152_2431,"Unfortunately the effective state-based regulatory system in the U.S. is under attack. Over the past 10 years,more than 25 states have faced challenges in federal courts to their authority to regulate alcohol and their ability to maintain a licensed system of alcohol controls.",2.8,2.8,2.0,0.9797958971132712,0.748331477354788,0.6324555320336761,5,unfortunately the effective state-based regulatory system in the u s  is under attack  over the past 0 years more than 0 states have faced challenges in federal courts to their authority to regulate alcohol and their ability to maintain a licensed system of alcohol controls ,45,2.7368686,3.0476243,2.9884365
623,623,Fermentation_HR5034_2152_2239,"Unfortunately the effective state-based regulatory system in the U.S. is under attack.
Fermentation_HR5034_2240_2431	Over the past 10 years,more than 25 states have faced challenges in federal courts to their authority to regulate alcohol and their ability to maintain a licensed system of alcohol controls.",3.4,2.6,2.0,0.489897948556636,0.8,0.6324555320336761,5,"unfortunately the effective state-based regulatory system in the u s  is under attack 
fermentation_hr0_0_0	over the past 0 years more than 0 states have faced challenges in federal courts to their authority to regulate alcohol and their ability to maintain a licensed system of alcohol controls ",46,2.7373533,3.0475693,2.9885652
624,624,Fermentation_HR5034_2432_2579,The only challenges to the state-based alcohol regulatory system are those that discriminate against interstate commerce for protectionist reasons.,3.25,3.25,2.5,0.82915619758885,0.82915619758885,0.5,4,the only challenges to the state-based alcohol regulatory system are those that discriminate against interstate commerce for protectionist reasons ,19,2.772697,3.0127754,3.0066733
625,625,Fermentation_HR5034_2580_2791,"Even in the wake of successful suits that challenged the protectionist laws that wholesalers originally pushed, the state retained extraordinarily broad authority to maintain a robust system of alcohol controls.",3.2,3.2,3.0,0.4,0.4,0.0,5,even in the wake of successful suits that challenged the protectionist laws that wholesalers originally pushed  the state retained extraordinarily broad authority to maintain a robust system of alcohol controls ,30,2.862312,3.0381882,3.0216625
626,626,Fermentation_HR5034_2793_3081,"ON THE ""LEARN MORE"" PAGE ( http://www.hr5034.org/learn-more ) ""Litigation against the states brought by those wishing to deregulate alcohol for their own economic interests is of great concern to state alcohol regulators, state attorneys general, public health advocates and many others.""",3.0,2.8333333333333304,2.8333333333333304,0.577350269189626,0.37267799624996506,0.37267799624996506,6,"on the ""learn more"" page (  //www hr0 org/learn-more ) ""litigation against the states brought by those wishing to deregulate alcohol for their own economic interests is of great concern to state alcohol regulators  state attorneys general  public health advocates and many others """,47,3.0201917,3.0470061,3.066869
627,627,Fermentation_HR5034_2800_2812,LEARN MORE,3.4,3.6,3.2,0.489897948556636,0.489897948556636,0.4,5,learn more,2,2.902008,2.9136257,3.0415306
628,628,Fermentation_HR5034_2855_3081,"Litigation against the states brought by those wishing to deregulate alcohol for their own economic interests is of great concern to state alcohol regulators, state attorneys general, public health advocates and many others.",3.2,3.0,2.8,0.4,0.0,0.4,5,litigation against the states brought by those wishing to deregulate alcohol for their own economic interests is of great concern to state alcohol regulators  state attorneys general  public health advocates and many others ,33,3.0092714,3.0618885,3.0666702
629,629,Fermentation_HR5034_3081_3344,"When the economic interests of producers, retailers and consumers are horsewhipped by states doing the bidding of wholesales who receive more government protection and welfare from the state than any other industry in america, you might expect them to fight back.",3.4,3.4,2.4,0.489897948556636,0.489897948556636,0.489897948556636,5,when the economic interests of producers  retailers and consumers are horsewhipped by states doing the bidding of wholesales who receive more government protection and welfare from the state than any other industry in america  you might expect them to fight back ,41,2.6778207,3.1217945,2.9862747
630,630,Fermentation_HR5034_3345_3682,"As for those that have ""concern"", let's recall that it's only a tiny fraction of state alcohol regulators, that there is no formal support from state attorneys general, only a mere handful of public health advocates, a selection of recipients of campaign contributions from wholesalers and wholesalers themselves that support H.R. 5034 .",3.0,3.2,3.0,0.0,0.4,0.0,5,"as for those that have ""concern""  let's recall that it's only a tiny fraction of state alcohol regulators  that there is no formal support from state attorneys general  only a mere handful of public health advocates  a selection of recipients of campaign contributions from wholesalers and wholesalers themselves that support h r  0  ",57,3.0015192,2.9974782,3.058493
632,632,Fermentation_HR5034_3684_4023,"According to a recent national poll conducted by the Center for Alcohol Policy, 79% of respondents support the right of individual states to set their own laws and regulations surrounding the sale of alcohol and 87% agree that state and local laws regarding alcohol regulations should be decided by lawmakers and citizens, not by judges.",2.8,3.0,3.0,0.4,0.0,0.0,5,according to a recent national poll conducted by the center for alcohol policy  0% of respondents support the right of individual states to set their own laws and regulations surrounding the sale of alcohol and 0% agree that state and local laws regarding alcohol regulations should be decided by lawmakers and citizens  not by judges ,57,2.799089,3.024041,3.008165
633,633,Fermentation_HR5034_4024_4234,"I'm shocked, shocked i say, that the ""center for alcohol policy"" is an arm of the national beer wholesalers association and that it would conduct a poll that finds results supporting those that funded the poll.",3.4,3.2,2.8,0.8,0.4,0.4,5,"i'm shocked  shocked i say  that the ""center for alcohol policy"" is an arm of the national beer wholesalers association and that it would conduct a poll that finds results supporting those that funded the poll ",39,3.082836,3.0548377,3.0911062
634,634,Fermentation_HR5034_4061_4088,center for alcohol policy,2.3333333333333304,3.0,3.0,0.942809041582063,0.0,0.0,3,center for alcohol policy,4,2.981126,3.0437574,3.068857
635,635,Fermentation_HR5034_4235_4269,Does it get any more illegitimate?,2.8,3.0,2.8,0.4,0.0,0.4,5,does it get any more illegitimate?,7,2.848702,3.0717473,3.0258565
636,636,Fermentation_HR5034_4271_4286,"On the ""Fact v.",2.3333333333333304,3.0,3.0,0.942809041582063,0.0,0.0,3,"on the ""fact v ",5,3.0593355,3.026848,3.0942767
637,637,Fermentation_HR5034_4278_4343,Fact v. Fiction page ( http://www.hr5034.org/fact-vs-fiction ) ,3.0,3.0,3.0,0.0,0.0,0.0,2,fact v  fiction page (  //www hr0 org/fact-vs-fiction ) ,9,3.1047907,3.0249016,3.0903137
638,638,Fermentation_HR5034_4287_4426,"Fiction page ( http://www.hr5034.org/fact-vs-fiction ) ""FACT: This bill does not address direct shipping or any specific state alcohol law.",2.6,3.0,3.0,0.489897948556636,0.0,0.0,5,"fiction page (  //www hr0 org/fact-vs-fiction ) ""fact: this bill does not address direct shipping or any specific state alcohol law ",23,2.7933168,3.11358,3.0243497
639,639,Fermentation_HR5034_4427_4487,It does not preempt a state law that allows direct shipping.,3.0,3.0,2.8,0.6324555320336761,0.6324555320336761,0.4,5,it does not preempt a state law that allows direct shipping ,11,2.7815242,3.052114,3.016152
640,640,Fermentation_HR5034_4488_4563,It does not mandate a direct shipping law where there currently is not one.,2.5,3.0,3.0,0.5,0.0,0.0,4,it does not mandate a direct shipping law where there currently is not one ,14,2.8278801,3.0716794,3.020829
641,641,Fermentation_HR5034_4564_4756,The bill does PROTECT a state’s wine shipping law if someone were to challenge it in court by providing the shipping law with the same presumption of validity granted other state alcohol laws.,3.0,3.0,3.0,0.0,0.0,0.0,5,the bill does protect a state’s wine shipping law if someone were to challenge it in court by providing the shipping law with the same presumption of validity granted other state alcohol laws ,35,3.0479302,3.0746236,3.0904548
642,642,Fermentation_HR5034_4756_4785,"Disingenuous in the extreme.
Fermentation_HR5034_4786_4851	And what's worse, the wholesalers knew this when they wrote this.
Fermentation_HR5034_4852_4984	H.R. 5034 gives states the ability to pass laws unchallengeable in court that would discriminate against out-of-state wine shippers.
Fermentation_HR5034_4985_5163	And we know such laws would be introduced into various states since wholesalers have seen to it that such laws have been introduced into state legislatures for the past 20 years.
Fermentation_HR5034_5164_5423	In fact, H.R. 5034 would allow states to pass laws that make consumers receipt of a wine by in-state shippers legal while making receipt of a wine by out-of-state shippers punishable to a greater degree than rape, home invasion or selling cocaine to children.
Fermentation_HR5034_5424_5513	Fact: Protection of a state’s power to regulate alcohol is not an “industry food fight.”",3.4,2.8,2.0,0.489897948556636,0.4,0.6324555320336761,5,"disingenuous in the extreme 
fermentation_hr0_0_0	and what's worse  the wholesalers knew this when they wrote this 
fermentation_hr0_0_0	h r  0 gives states the ability to pass laws unchallengeable in court that would discriminate against out-of-state wine shippers 
fermentation_hr0_0_0	and we know such laws would be introduced into various states since wholesalers have seen to it that such laws have been introduced into state legislatures for the past 0 years 
fermentation_hr0_0_0	in fact  h r  0 would allow states to pass laws that make consumers receipt of a wine by in-state shippers legal while making receipt of a wine by out-of-state shippers punishable to a greater degree than rape  home invasion or selling cocaine to children 
fermentation_hr0_0_0	fact: protection of a state’s power to regulate alcohol is not an “industry food fight ”",137,2.6439903,3.107867,2.969538
643,643,Fermentation_HR5034_5514_5549,food fight may be the wrong word.,3.2,3.2,3.0,0.4,0.4,0.0,5,food fight may be the wrong word ,7,2.6311245,3.0973563,2.967966
644,644,Fermentation_HR5034_5514_5526,food fight,3.4,3.4,3.4,0.8,0.489897948556636,0.8,5,food fight,2,2.8665807,3.1446545,3.0343277
645,645,Fermentation_HR5034_5550_5708,Better to call the introduction of H.R. 5034 what it is: an attack on the entire alcohol industry and consumers for the sake of protecting wholesaler profits.,3.4,3.2,2.6,0.489897948556636,0.4,0.489897948556636,5,better to call the introduction of h r  0 what it is: an attack on the entire alcohol industry and consumers for the sake of protecting wholesaler profits ,29,2.910137,2.977534,3.0256603
646,646,Fermentation_HR5034_5709_5907,"It's no coincidence that brewers large and small, wineries, spirit producers and importers, retailers, wine education organizations, wine consumers and free trade organizations all oppose H.R. 5034.",3.0,3.0,2.8,0.0,0.0,0.4,5,it's no coincidence that brewers large and small  wineries  spirit producers and importers  retailers  wine education organizations  wine consumers and free trade organizations all oppose h r  0 ,29,3.0392807,3.0085118,3.0687528
647,647,Fermentation_HR5034_5910_6051,This bill does not amend or alter the Federal Alcohol Administration Act (FAA Act) which provides federal guidelines in many of these areas,2.8,3.0,3.0,0.4,0.0,0.0,5,this bill does not amend or alter the federal alcohol administration act (faa act) which provides federal guidelines in many of these areas,25,3.0923526,2.9748623,3.081464
648,648,Fermentation_HR5034_6052_6086,"No it doesn't ""amend"" the faa act.",2.4,3.2,2.6,0.8,0.4,0.489897948556636,5,"no it doesn't ""amend"" the faa act ",10,2.7718427,3.1056998,3.0106258
650,650,Fermentation_HR5034_6087_6112,It overrides it entirely.,3.0,3.0,2.8,0.0,0.0,0.4,5,it overrides it entirely ,4,2.8779144,3.0473835,3.0365198
651,651,Fermentation_HR5034_6113_6277,"To quote from H.R. 5034: ""not withstanding that the state or territorial law may burden interstate commerce or an act of congress, the state law shall be upheld...""",3.0,3.0,3.0,0.0,0.0,0.0,5,"to quote from h r  0: ""not withstanding that the state or territorial law may burden interstate commerce or an act of congress  the state law shall be upheld   """,32,2.6045773,3.101876,2.9562957
652,652,Fermentation_HR5034_6138_6277,"not withstanding that the state or territorial law may burden interstate commerce or an act of congress, the state law shall be upheld...",3.0,3.4,3.0,0.6324555320336761,0.489897948556636,0.6324555320336761,5,not withstanding that the state or territorial law may burden interstate commerce or an act of congress  the state law shall be upheld   ,23,2.5748155,3.1124165,2.9487326
653,653,Fermentation_HR5034_6278_6406,"This claim by the wholesalers that H.R. 5034 ""does not amend"" federal regulations on alcohol is a straight up misrepresentation.",3.4,3.2,2.6,0.489897948556636,0.4,0.489897948556636,5,"this claim by the wholesalers that h r  0 ""does not amend"" federal regulations on alcohol is a straight up misrepresentation ",23,2.8652415,2.9782748,3.03642
654,654,Fermentation_HR5034_6323_6339,does not amend,3.0,3.0,3.0,0.0,0.0,0.0,2,does not amend,3,2.8284554,3.0698786,3.032723
655,655,Fermentation_HR5034_6407_6488,"It's like saying ""i didn't kick the dog, but rather his ribs fell on to my boot"".",2.6666666666666696,3.6666666666666696,2.3333333333333304,0.471404520791032,0.471404520791032,0.471404520791032,3,"it's like saying ""i didn't kick the dog  but rather his ribs fell on to my boot"" ",21,2.9500017,3.0597339,3.0533078
656,656,Fermentation_HR5034_6424_6487,"i didn't kick the dog, but rather his ribs fell on to my boot",3.2,3.4,2.2,0.4,0.489897948556636,0.9797958971132712,5,i didn't kick the dog  but rather his ribs fell on to my boot,15,2.7430143,3.1510413,3.0198796
657,657,Fermentation_HR5034_6491_6714,"It is the intent of this language to make clear the congressional support for the holding in Granholm-prohibiting state laws that allow an in-state winery to do something a similarly situated out-of-state winery cannot do.
Fermentation_HR5034_6492_6807	It is the intent of this language to make clear the congressional support for the holding in Granholm-prohibiting state laws that allow an in-state winery to do something a similarly situated out-of-state winery cannot do. Language that bars facial discrimination is included in the bill to codify this prohibition",3.4,3.2,3.2,0.489897948556636,0.4,0.4,5,"it is the intent of this language to make clear the congressional support for the holding in granholm-prohibiting state laws that allow an in-state winery to do something a similarly situated out-of-state winery cannot do 
fermentation_hr0_0_0	it is the intent of this language to make clear the congressional support for the holding in granholm-prohibiting state laws that allow an in-state winery to do something a similarly situated out-of-state winery cannot do  language that bars facial discrimination is included in the bill to codify this prohibition",87,3.3139546,2.9178283,3.147288
658,658,Fermentation_HR5034_6715_6866,"Language that bars facial discrimination is included in the bill to codify this prohibition"" I have great faith in the wholesalers' ability to mislead.",3.0,3.0,2.8,0.0,0.0,0.4,5,"language that bars facial discrimination is included in the bill to codify this prohibition"" i have great faith in the wholesalers' ability to mislead ",26,3.1943405,3.031174,3.113816
659,659,Fermentation_HR5034_6867_6908,But this goes beyond even my expectation.,3.2,2.6,3.0,0.4,0.489897948556636,0.0,5,but this goes beyond even my expectation ,7,2.8384302,3.086948,3.033475
660,660,Fermentation_HR5034_6909_6973,The intent of H.R. 5034 is precisely to overturn the granholm v.,3.0,3.0,3.0,0.0,0.0,0.0,5,the intent of h r  0 is precisely to overturn the granholm v ,13,2.9969265,2.9946792,3.0675695
661,661,Fermentation_HR5034_6974_7055,Heald supreme court decision that did away with protectionist state alcohol laws.,3.0,3.5,3.0,0.0,0.5,0.0,2,heald supreme court decision that did away with protectionist state alcohol laws ,12,2.6240714,3.1178076,2.9797685
662,662,Fermentation_HR5034_7056_7188,"More importantly, the very language of H.R. 5034 gives states the explicit right to discriminate against out-of-state wine shippers.",3.0,3.4,2.8,0.6324555320336761,0.489897948556636,0.4,5,more importantly  the very language of h r  0 gives states the explicit right to discriminate against out-of-state wine shippers ,20,3.0516694,3.009955,3.086698
663,663,Fermentation_HR5034_7189_7255,All the state needs to do is offer the feeblest of justifications.,3.0,3.0,2.6,0.0,0.0,0.489897948556636,5,all the state needs to do is offer the feeblest of justifications ,12,2.705704,3.0497246,2.986237
664,664,Fermentation_HR5034_7256_7449,"Read for yourself: ""state or territorial regulations may not facially discriminate, without justification, against out-of-state producers of alcoholic beverages in favor of in-state producers.""",3.0,2.8,3.0,0.0,0.4,0.0,5,"read for yourself: ""state or territorial regulations may not facially discriminate  without justification  against out-of-state producers of alcoholic beverages in favor of in-state producers """,27,2.9618502,3.0104132,3.050738
