,id,sentence,Arousal,Dominance,Valence,sd.Arousal,sd.Dominance,sd.Valence,freq,reg,words
1123,Tupelo-Honey-Cafe_1506_1731,"While I waited for the food, I checked out the back of the store where Tupelo Honey Cafe hawks their homestyle wares: preserves, pickles, salsa, honey, t-shirts, aprons and all sorts of mini-advertisements for the restaurant.",3.2,3.0,3.4,0.4,0.0,0.489897948556636,5,while i waited for the food  i checked out the back of the store where tupelo honey cafe hawks their homestyle wares: preserves  pickles  salsa  honey  t-shirts  aprons and all sorts of mini-advertisements for the restaurant ,37
1124,Tupelo-Honey-Cafe_1733_1839,"I've visited plenty of farm-to-fork restaurants, and this one may be the best I've seen at self-marketing.",3.0,3.0,3.8,0.0,0.0,0.4,5,i've visited plenty of farm-to-fork restaurants  and this one may be the best i've seen at self-marketing ,19
1125,Tupelo-Honey-Cafe_1840_2017,"There's nothing wrong with it: the food in those jars is probably delicious, though I question whether the $10 tupelo honey had to come from Florida or if it's produced locally.",2.8,2.8,3.0,0.4,0.4,0.0,5,there's nothing wrong with it: the food in those jars is probably delicious  though i question whether the $0 tupelo honey had to come from florida or if it's produced locally ,35
1126,Tupelo-Honey-Cafe_2019_2117,"Either way, it's nice to see a restaurant built on ethics that also happens to be incredibly busy.",3.2,3.4,3.8,0.748331477354788,0.489897948556636,0.4,5,either way  it's nice to see a restaurant built on ethics that also happens to be incredibly busy ,19
1127,Tupelo-Honey-Cafe_2118_2211,"Some of that is surely due to good marketing, but the real reason for its popularity is this:",2.8,3.0,3.2,0.4,0.0,0.4,5,some of that is surely due to good marketing  but the real reason for its popularity is this:,19
1128,Tupelo-Honey-Cafe_2213_2323,"That sandwich was so good, I found myself eating slower and slower with each bite to savor it more completely.",3.6666666666666696,3.6666666666666696,4.0,0.471404520791032,0.471404520791032,0.0,3,that sandwich was so good  i found myself eating slower and slower with each bite to savor it more completely ,20
1129,Tupelo-Honey-Cafe_2324_2535,"The potatoes were light and un-greasy; the flavors were perfectly balanced; the chicken was juicy and rich; and let's be honest here, I'm always happier eating dead animals when I know they've lived a good life.",3.2,3.0,3.4,0.4,0.0,0.8,5,the potatoes were light and un-greasy; the flavors were perfectly balanced; the chicken was juicy and rich; and let's be honest here  i'm always happier eating dead animals when i know they've lived a good life ,42
1130,Tupelo-Honey-Cafe_2536_2612,I found myself silently thanking the chicken for its delicious contribution.,2.4,3.2,3.2,0.8,0.4,0.748331477354788,5,i found myself silently thanking the chicken for its delicious contribution ,11
1131,Tupelo-Honey-Cafe_2613_2632,"Thank you, chicken.",3.0,2.8,3.0,0.6324555320336761,0.9797958971132711,1.09544511501033,5,thank you  chicken ,3
1132,Tupelo-Honey-Cafe_2633_2657,I will never forget you.,3.4,2.6,2.8,0.489897948556636,0.489897948556636,0.4,5,i will never forget you ,5
1133,Tupelo-Honey-Cafe_2659_2716,"I stopped eating halfway through, not because I was full.",3.0,3.0,3.0,0.0,0.0,0.0,2,i stopped eating halfway through  not because i was full ,10
1134,Tupelo-Honey-Cafe_2717_2782,I stopped so I could take the rest home and taste it again later.,2.8,3.4,3.2,0.4,0.489897948556636,0.4,5,i stopped so i could take the rest home and taste it again later ,14
1135,Tupelo-Honey-Cafe_2785_2895,"On another topic, I made a discovery there in the Tupelo Honey Cafe, one which I'd like to share with you now.",3.2,3.0,3.2,0.4,0.0,0.4,5,on another topic  i made a discovery there in the tupelo honey cafe  one which i'd like to share with you now ,23
1136,Tupelo-Honey-Cafe_2897_2973,"If you're going to a busy restaurant and want great service, bring a camera.",3.2,3.2,3.2,0.4,0.4,0.4,5,if you're going to a busy restaurant and want great service  bring a camera ,15
1137,Tupelo-Honey-Cafe_2974_3027,"Take a few photos of the menu, the kitchen, the food.",2.8,3.0,3.0,0.4,0.0,0.0,5,take a few photos of the menu  the kitchen  the food ,11
1138,Tupelo-Honey-Cafe_3029_3124,"No sooner had I taken the above photo, when a server (not even my server) appeared at my elbow.",2.8,2.8,3.0,0.748331477354788,0.4,0.0,5,no sooner had i taken the above photo  when a server (not even my server) appeared at my elbow ,21
1139,Tupelo-Honey-Cafe_3273_3360,"Now, I'm not saying the service before my camera-flash was bad, because it was awesome.",4.2,3.6,4.4,0.4,0.489897948556636,0.489897948556636,5,now  i'm not saying the service before my camera-flash was bad  because it was awesome ,16
1140,Tupelo-Honey-Cafe_3361_3451,"But wow, it sure improved once I appeared to be some sort of food critic or travel writer.",3.4,3.2,3.2,0.489897948556636,0.4,0.4,5,but wow  it sure improved once i appeared to be some sort of food critic or travel writer ,18
1141,Tupelo-Honey-Cafe_3453_3485,"Which, it just so happens, I am.",2.8,3.4,3.0,0.4,0.489897948556636,0.0,5,which  it just so happens  i am ,7
1142,Tupelo-Honey-Cafe_3486_3532,"But even if you're not, try this out sometime.",2.8,3.0,3.2,0.4,0.0,0.4,5,but even if you're not  try this out sometime ,10
1143,Tupelo-Honey-Cafe_3533_3694,"I can't guarantee it'll work, but I personally will do it againand probably back it up with a stellar review, just like the one I've given the Tupelo Honey Cafe.",3.0,3.5,3.0,0.0,0.5,0.0,2,i can't guarantee it'll work  but i personally will do it againand probably back it up with a stellar review  just like the one i've given the tupelo honey cafe ,33
1144,Tupelo-Honey-Cafe_3696_3711,Everybody wins.,3.75,3.5,4.0,0.43301270189221897,0.5,0.0,4,everybody wins ,2
1145,Tupelo-Honey-Cafe_3713_3729,"Okay, that's it!",3.4,3.2,2.6,0.489897948556636,0.4,0.8,5,okay  that's it ,4
1146,Tupelo-Honey-Cafe_3730_3795,"I could talk about Asheville for weeks, but it's time to move on.",2.3333333333333304,3.0,3.0,0.942809041582063,0.0,0.0,3,i could talk about asheville for weeks  but it's time to move on ,14
1147,Tupelo-Honey-Cafe_3796_3853,"Next stop: sunny Tennessee, where I get down on The Farm.",3.0,3.0,3.0,0.0,0.0,0.0,5,next stop: sunny tennessee  where i get down on the farm ,12
1148,Uprooted_Bike_4_59,"Save the World, Ride a Bike a visit to Troy Bike Rescue",2.8,3.0,3.2,0.4,0.0,0.4,5,save the world  ride a bike a visit to troy bike rescue,12
1149,Uprooted_Bike_61_74,"30. Sep, 2009",2.0,2.6,3.0,0.8944271909999159,0.8,0.0,5,0  sep  0,3
1150,Uprooted_Bike_76_138,This post is the first of a three-part series on bike culture.,3.0,3.0,3.0,0.0,0.0,0.0,5,this post is the first of a three-part series on bike culture ,12
1151,Uprooted_Bike_139_226,"Come back Friday to read about anarchy, bike jousting, and two-wheeled social protest .",3.0,3.2,2.8,0.0,0.4,0.4,5,come back friday to read about anarchy  bike jousting  and two-wheeled social protest  ,13
1152,Uprooted_Bike_228_266,Remember when you got your first bike?,3.4,3.0,3.4,0.8,0.0,0.8,5,remember when you got your first bike?,8
1153,Uprooted_Bike_267_320,"Was it a Christmas present, or maybe a birthday gift?",3.2,2.6,3.0,0.4,0.489897948556636,0.0,5,was it a christmas present  or maybe a birthday gift?,11
1154,Uprooted_Bike_412_548,"Well, these days, most kids want an Xbox for their birthday; their parents ride around in cars with seatbelts, talking on their phones .",3.2,3.0,3.0,0.4,0.0,0.0,5,well  these days  most kids want an xbox for their birthday; their parents ride around in cars with seatbelts  talking on their phones  ,24
1155,Uprooted_Bike_549_635,"Cycling is a thing of the past: a sport, a hobby, but rarely a mode of transportation.",3.0,3.5,3.0,0.0,0.5,0.0,2,cycling is a thing of the past: a sport  a hobby  but rarely a mode of transportation ,18
1156,Uprooted_Bike_636_786,"But I'm here to tell you: riding your bike is still fun, and still fast, and it's the cheapest and most socially responsible workout you'll ever get .",3.0,3.0,3.8,0.6324555320336761,0.6324555320336761,0.4,5,but i'm here to tell you: riding your bike is still fun  and still fast  and it's the cheapest and most socially responsible workout you'll ever get  ,31
1157,Uprooted_Bike_787_868,"And there are no two ways about it: if you give a kid a bike, that kid will ride.",3.0,3.0,3.0,0.0,0.0,0.0,5,and there are no two ways about it: if you give a kid a bike  that kid will ride ,20
1158,Uprooted_Bike_869_910,"In Troy, New York, I met one Andrew Lynn.",2.6666666666666696,3.0,3.0,0.471404520791032,0.0,0.0,3,in troy  new york  i met one andrew lynn ,9
1159,Uprooted_Bike_911_1003,"He's somewhat of a man brain trust , and one of his best creations is the Troy Bike Rescue .",3.4,3.2,3.0,0.489897948556636,0.4,0.0,5,he's somewhat of a man brain trust   and one of his best creations is the troy bike rescue  ,19
1160,Uprooted_Bike_1004_1090,"It started in 2001, when Andrew would ride around town pulling bikes out of dumpsters.",3.0,3.0,3.0,0.0,0.0,0.0,5,it started in 0  when andrew would ride around town pulling bikes out of dumpsters ,15
1161,Uprooted_Bike_1091_1222,"He started hosting work parties with friends in his backyard, teaching them to fix their bikes and helping them get started riding.",3.0,3.0,3.6666666666666696,0.0,0.0,0.471404520791032,3,he started hosting work parties with friends in his backyard  teaching them to fix their bikes and helping them get started riding ,22
1162,Uprooted_Bike_1223_1312,"Slowly but surely, the circle grew and Andrew's backyard parties became weekly workshops.",3.0,3.0,3.0,0.0,0.0,0.0,2,slowly but surely  the circle grew and andrew's backyard parties became weekly workshops ,14
1163,Uprooted_Bike_1313_1423,"When Andrew decided to leave town for a few years' schooling in NYC, friends and cohorts took over operations.",2.8,3.0,3.2,0.9797958971132711,0.0,0.4,5,when andrew decided to leave town for a few years' schooling in nyc  friends and cohorts took over operations ,20
1164,Uprooted_Bike_1424_1512,"By the time Andrew returned, Troy Bike Rescue (let's call it TBR) had a life of its own.",3.2,3.2,3.2,0.4,0.4,0.4,5,by the time andrew returned  troy bike rescue (let's call it tbr) had a life of its own ,21
1165,Uprooted_Bike_1513_1620,"These days it's an established club, run by volunteers and donations, turning trashed bikes into treasures.",3.2,3.0,3.0,0.4,0.0,0.0,5,these days it's an established club  run by volunteers and donations  turning trashed bikes into treasures ,17
1166,Uprooted_Bike_1621_1843,Its influence now includes a legitimate downtown storefront; a sister shop in Albany ( Albany Bicycle Coalition ); movie screenings and pro-cycling political events; and a dedicated core crew that keeps everything rolling.,3.0,3.0,3.0,0.0,0.0,0.0,5,its influence now includes a legitimate downtown storefront; a sister shop in albany ( albany bicycle coalition ); movie screenings and pro-cycling political events; and a dedicated core crew that keeps everything rolling ,36
1167,Uprooted_Bike_1845_1940,"TBR's customers run the gamut, from businessmen to street kids to college students to families.",2.8,3.0,3.0,0.4,0.0,0.0,5,tbr's customers run the gamut  from businessmen to street kids to college students to families ,16
1168,Uprooted_Bike_1941_1975,The one thing they have in common?,3.0,3.0,3.0,0.6324555320336761,0.0,0.0,5,the one thing they have in common?,8
1169,Uprooted_Bike_1990_2111,"This group understands the value of a bicycle: more than just transportation, a bike is a statement against fossil fuels.",3.2,3.4,3.2,0.4,0.489897948556636,0.4,5,this group understands the value of a bicycle: more than just transportation  a bike is a statement against fossil fuels ,21
1170,Uprooted_Bike_2112_2187,"More than a toy, it's an equalizer that allows poor kids to ride with rich.",3.0,3.0,3.3333333333333304,0.0,0.0,0.471404520791032,3,more than a toy  it's an equalizer that allows poor kids to ride with rich ,16
1171,Uprooted_Bike_2188_2353,"More than a hobby, it's a way of traveling through the world that lets you interact, use your muscles, breathe fresh air -- all for the cost of a free dumpster bike.",3.2,3.2,3.2,0.4,0.4,0.4,5,more than a hobby  it's a way of traveling through the world that lets you interact  use your muscles  breathe fresh air -- all for the cost of a free dumpster bike ,33
1172,Uprooted_Bike_2356_2558,"When I visited the TBR shop, it was packed with frames, wheels, gears, chains, handlebars, kids, and anarchist art (the space is being donated by some supporters who are also anti-capitalist activists).",3.0,3.0,3.0,0.0,0.0,0.0,2,when i visited the tbr shop  it was packed with frames  wheels  gears  chains  handlebars  kids  and anarchist art (the space is being donated by some supporters who are also anti-capitalist activists) ,34
1173,Uprooted_Bike_2559_2592,TBR hosts workshops twice a week.,3.0,3.0,3.0,0.0,0.0,0.0,2,tbr hosts workshops twice a week ,6
1174,Uprooted_Bike_2593_2652,"For a few hours, the doors are open to anyone who walks in.",3.0,3.3333333333333304,3.0,0.0,0.471404520791032,0.0,3,for a few hours  the doors are open to anyone who walks in ,13
1175,Uprooted_Bike_2653_2725,"Tools are available, and volunteers will help with advice and knowledge.",3.0,3.2,3.2,0.0,0.4,0.4,5,tools are available  and volunteers will help with advice and knowledge ,11
1176,Uprooted_Bike_2726_2850,"Parts can be had for a pittance, and you can pick out your own bike from the stacks and racks of machines filling the space.",3.0,3.4,3.2,0.0,0.489897948556636,0.4,5,parts can be had for a pittance  and you can pick out your own bike from the stacks and racks of machines filling the space ,25
1177,Uprooted_Bike_2852_2905,"The main focus of TBR, however, is not selling bikes.",2.8,2.8,2.8,0.748331477354788,0.4,0.4,5,the main focus of tbr  however  is not selling bikes ,10
1178,Uprooted_Bike_2906_2994,The idea is to give people a workspace and teach them how to maintain their own bicycle.,3.0,3.4,3.6,0.6324555320336761,0.489897948556636,0.8,5,the idea is to give people a workspace and teach them how to maintain their own bicycle ,17
1179,Uprooted_Bike_2995_3124,"Self-sufficiency is a major tenet of the bike movement, and Troy Bike Rescue is training self-reliant individuals of all stripes.",3.4,3.4,3.4,0.489897948556636,0.489897948556636,0.489897948556636,5,self-sufficiency is a major tenet of the bike movement  and troy bike rescue is training self-reliant individuals of all stripes ,20
1180,Uprooted_Bike_3125_3201,"All around me, college students and bike punks tinkered with their machines.",3.0,3.0,3.0,0.0,0.0,0.0,5,all around me  college students and bike punks tinkered with their machines ,12
1181,Uprooted_Bike_3202_3250,An older man asked for tips on tuning his racer.,3.0,3.2,3.0,0.0,0.4,0.0,5,an older man asked for tips on tuning his racer ,10
1182,Uprooted_Bike_3251_3453,"A young kid came in to say his last bike was stolen and he needed a new one (and, despite Andrew's stern reprimand that he couldn't just walk in every week and leave with a free bike, he did just that).",3.25,2.75,2.75,0.82915619758885,0.82915619758885,0.43301270189221897,4,a young kid came in to say his last bike was stolen and he needed a new one (and  despite andrew's stern reprimand that he couldn't just walk in every week and leave with a free bike  he did just that) ,45
1183,Uprooted_Bike_3455_3597,"A dad came in with his three kids, all of whom left with snazzy rides -- but first, they all sat down and worked on their new wheels together.",3.4,3.2,3.6,0.8,0.4,0.8,5,a dad came in with his three kids  all of whom left with snazzy rides -- but first  they all sat down and worked on their new wheels together ,29
1184,Uprooted_Bike_3598_3669,"And as we left at the end of the workshop, a woman walked up to Andrew.",3.2,3.0,3.2,0.4,0.0,0.4,5,and as we left at the end of the workshop  a woman walked up to andrew ,16
1185,Uprooted_Bike_3670_3701,"I love what you do, she said.",3.8,3.4,4.2,0.4,0.489897948556636,0.4,5,i love what you do  she said ,7
1186,Uprooted_Bike_3670_3691,"I love what you do,",3.8,3.2,4.0,0.4,0.4,0.0,5,i love what you do ,5
1187,Uprooted_Bike_3702_3746,I have a whole bunch of bikes to give you.,3.4,3.2,3.4,0.489897948556636,0.4,0.489897948556636,5,i have a whole bunch of bikes to give you ,10
1188,Uprooted_Bike_3747_3800,"See, ultimately TBR is about more than just bicycles.",3.6,3.4,3.6,0.8,0.8,0.8,5,see  ultimately tbr is about more than just bicycles ,9
1189,Uprooted_Bike_3801_3886,"It's about building community, and triggering a quiet but inexorable social movement.",3.2,3.0,3.0,0.4,0.0,0.0,5,it's about building community  and triggering a quiet but inexorable social movement ,13
1190,Uprooted_Bike_3887_4010,This is not the world's first bike collective; in fact it's only one of many that have stealthily sprung up around America.,3.0,3.2,3.0,0.0,0.4,0.0,5,this is not the world's first bike collective; in fact it's only one of many that have stealthily sprung up around america ,25
1191,Uprooted_Bike_4011_4129,"These collectives are not waiting for change to happen: they're creating it through small, positive, peaceful actions.",3.0,3.2,3.2,0.0,0.4,0.4,5,these collectives are not waiting for change to happen: they're creating it through small  positive  peaceful actions ,19
1192,Uprooted_Bike_4130_4194,You too can change the world: all you have to do is ride a bike.,3.0,3.2,3.4,0.6324555320336761,0.4,0.489897948556636,5,you too can change the world: all you have to do is ride a bike ,16
1193,Uprooted_Bike_4195_4224,Try This at Home: Ride Around,3.0,3.0,3.0,0.0,0.0,0.0,5,try this at home: ride around,7
1194,Uprooted_Bike_4225_4289,"Fall is here, which (in most places) means great riding weather.",3.0,3.2,3.0,0.0,0.4,0.6324555320336761,5,fall is here  which (in most places) means great riding weather ,13
1195,Uprooted_Bike_4290_4315,What are you waiting for?,3.4,2.8,3.0,0.489897948556636,0.4,0.0,5,what are you waiting for?,6
1196,Uprooted_Bike_4316_4386,Bikes are cheap: you can get one at your local thrift store for $5-50.,3.4,3.4,3.4,0.489897948556636,0.489897948556636,0.489897948556636,5,bikes are cheap: you can get one at your local thrift store for $0-0 ,16
1197,Uprooted_Bike_4387_4453,"It doesn't have to be perfect, just good enough to get you places.",3.0,3.0,3.0,0.0,0.0,0.0,5,it doesn't have to be perfect  just good enough to get you places ,14
1198,Uprooted_Bike_4454_4507,"So pick one up, and ride it to the end of your block!",3.8,3.6,3.4,0.4,0.489897948556636,0.489897948556636,5,so pick one up  and ride it to the end of your block ,13
1199,Uprooted_Bike_4508_4524,Then keep going!,4.0,3.6666666666666696,3.3333333333333304,0.0,0.471404520791032,0.471404520791032,3,then keep going ,3
1200,Uprooted_Bike_4525_4602,"Even if your life requires four wheels, you can use a bike for local errands.",3.0,3.2,3.0,0.0,0.4,0.0,5,even if your life requires four wheels  you can use a bike for local errands ,15
1201,Uprooted_Bike_4603_4703,"Ride it to the corner store when you need milk, instead of driving across town to the grocery store.",3.0,3.25,3.0,0.707106781186548,0.43301270189221897,0.0,4,ride it to the corner store when you need milk  instead of driving across town to the grocery store ,19
1202,Uprooted_Bike_4704_4735,(Don't like the milk they sell?,3.2,3.2,2.8,0.4,0.4,0.4,5,(don't like the milk they sell?,9
1203,Uprooted_Bike_4736_4798,"Tell the store owner what you like, and see if he'll carry it.",3.2,3.4,3.2,0.4,0.489897948556636,0.4,5,tell the store owner what you like  and see if he'll carry it ,14
1204,Uprooted_Bike_4799_4830,Now you're changing the world.),3.4,3.4,3.6,0.489897948556636,0.489897948556636,0.489897948556636,5,now you're changing the world ),7
1205,Uprooted_Bike_4831_4910,"On weekends, instead of driving to the park, hop on your bike and go exploring.",3.2,3.4,4.0,0.748331477354788,0.489897948556636,0.8944271909999159,5,on weekends  instead of driving to the park  hop on your bike and go exploring ,15
1206,Uprooted_Bike_4911_4994,It doesn't have to be a workout: you can just toodle around town and look at stuff.,3.0,3.2,3.2,0.0,0.4,0.4,5,it doesn't have to be a workout: you can just toodle around town and look at stuff ,19
1207,Uprooted_Bike_4995_5053,"Or, if you're a gym buff, trade a workout for a bike ride.",3.2,3.2,3.2,0.4,0.4,0.4,5,or  if you're a gym buff  trade a workout for a bike ride ,14
1208,Uprooted_Bike_5054_5168,"Unless you live on a major highway, odds are you can ride straight from your front porch to someplace interesting.",3.0,3.4,3.4,0.0,0.489897948556636,0.489897948556636,5,unless you live on a major highway  odds are you can ride straight from your front porch to someplace interesting ,20
1209,Uprooted_Bike_5169_5242,"On vacation, rent a bike instead of a scooter (or, God forbid, a Segway).",3.2,3.2,3.0,0.4,0.4,0.0,5,on vacation  rent a bike instead of a scooter (or  god forbid  a segway) ,16
1210,Uprooted_Bike_5243_5299,"It's cheaper, and much better for the local flora&fauna.",3.2,3.2,3.6,0.4,0.4,0.489897948556636,5,it's cheaper  and much better for the local flora&fauna ,12
1211,Uprooted_Bike_5300_5320,Still not convinced?,3.2,3.2,3.0,0.4,0.4,0.0,5,still not convinced?,4
1212,Uprooted_Bike_5321_5446,"Then think of it this way: by riding your bike instead of driving your car, you're reducing your consumption of fossil fuels.",3.0,3.0,3.4,0.6324555320336761,0.6324555320336761,0.8,5,then think of it this way: by riding your bike instead of driving your car  you're reducing your consumption of fossil fuels ,24
1213,Uprooted_Bike_5447_5534,"You can even calculate the money you save on gas, and keep it in a jar for a rainy day.",2.6,2.8,3.4,0.489897948556636,0.4,0.489897948556636,5,you can even calculate the money you save on gas  and keep it in a jar for a rainy day ,20
1214,Uprooted_Bike_5536_5557,Want to get involved?,3.0,3.0,3.0,0.0,0.0,0.0,5,want to get involved?,5
1215,Uprooted_Bike_5558_5700,"Bike clubs tend to be pretty anarchic, but if you look around your community you'll find both bike riders and shop owners who ride for change.",3.0,3.0,3.0,0.0,0.0,0.0,2,bike clubs tend to be pretty anarchic  but if you look around your community you'll find both bike riders and shop owners who ride for change ,27
1216,Uprooted_Bike_5701_5729,Can't find a bike community?,2.8,3.2,3.0,0.748331477354788,0.748331477354788,0.6324555320336761,5,can't find a bike community?,7
1217,Uprooted_Bike_5730_5745,Start your own!,3.4,3.2,2.6,0.489897948556636,0.4,0.489897948556636,5,start your own ,3
1218,Uprooted_Bike_5755_5799,"5 Responses to ""Save the World, Ride a Bike""",3.0,3.0,3.0,0.0,0.0,0.0,3,"0 responses to ""save the world  ride a bike""",11
1219,Uprooted_Bike_5804_5844,"Karen Turnbull 01. Oct, 2009 at 12:54 pm",2.4,3.2,3.0,0.489897948556636,0.4,0.0,5,karen turnbull 0  oct  0 at 0:0 pm,8
1220,Uprooted_Bike_5846_5892,"what a great article, i will be passing it on.",3.2,3.2,3.6,0.748331477354788,0.4,0.489897948556636,5,what a great article  i will be passing it on ,10
1221,Uprooted_Bike_5893_6027,In the meantime you might like this blog post i cam across: http://blog.sophianetwork.org.uk/2009/09/women-tackling-climate-change.htm,3.0,3.0,3.0,0.0,0.0,0.0,2,in the meantime you might like this blog post i cam across:  //blog sophianetwork org uk/0/0/women-tackling-climate-change htm,18
1222,Uprooted_Bike_6032_6074,"Raggedy Annarchy 01. Oct, 2009 at 12:59 pm",3.0,3.0,3.0,0.0,0.0,0.0,5,raggedy annarchy 0  oct  0 at 0:0 pm,8
1223,Uprooted_Bike_6076_6115,"Tried/shared/re-tweeted, with pleasure!",3.8,3.0,3.8,0.4,0.0,0.4,5,tried/shared/re-tweeted  with pleasure ,3
1224,Uprooted_Bike_6116_6201,My old thrift-store basket-handle witch- bike was glad to see the light of day again.,3.0,3.0,3.5,0.0,0.0,0.5,2,my old thrift-store basket-handle witch- bike was glad to see the light of day again ,15
1225,Uprooted_Bike_6202_6243,Even kept Pansy in the basket as my Toto.,2.8,3.0,3.0,0.4,0.6324555320336761,0.0,5,even kept pansy in the basket as my toto ,9
1226,Uprooted_Bike_6244_6277,Bike rescue is not just for kids.,3.4,3.4,3.2,0.489897948556636,0.489897948556636,0.4,5,bike rescue is not just for kids ,7
1227,Uprooted_Bike_6278_6423,One of my dear friends who can't drive to due to combat injuries had her ride stolen while we were sharing a beer in broad daylight last weekend.,3.2,2.6,2.4,0.4,0.8,0.8,5,one of my dear friends who can't drive to due to combat injuries had her ride stolen while we were sharing a beer in broad daylight last weekend ,29
1228,Uprooted_Bike_6424_6437,"Shame, shame.",3.0,3.2,2.0,0.6324555320336761,0.4,0.6324555320336761,5,shame  shame ,2
1229,Uprooted_Bike_6503_6686,"I passed along this article to her, and she suggest that when we start our own bike rescue, we'll do like the U.S. in East Timor did and graffiti Delta Bike Rescue on all the chassis.",3.0,3.2,3.0,0.0,0.4,0.0,5,i passed along this article to her  and she suggest that when we start our own bike rescue  we'll do like the u s  in east timor did and graffiti delta bike rescue on all the chassis ,38
1230,Uprooted_Bike_6687_6744,Fall is exactly 79% more tingly when experienced by bike.,3.0,3.0,3.2,0.0,0.0,0.4,5,fall is exactly 0% more tingly when experienced by bike ,11
1231,Uprooted_Farming-on-Sand_4_95,"Farming on Sand: The trouble with ""eating local"" on Cape Cod | Uprooted, an eco/travel blog",3.0,3.0,3.0,0.0,0.0,0.0,2,"farming on sand: the trouble with ""eating local"" on cape cod | uprooted  an eco/travel blog",19
1232,Uprooted_Farming-on-Sand_97_163,This is part 4 of a 4-part series on tourism's impact on Cape Cod.,2.8,3.0,3.0,0.4,0.0,0.0,5,this is part 0 of a 0-part series on tourism's impact on cape cod ,15
1233,Uprooted_Farming-on-Sand_164_310,"Read about death & carnage in the shell shop , find out about the eco-friendly food scene , look at the pretty pretty sunset , or continue on...",3.0,3.0,3.4,0.6324555320336761,0.0,0.489897948556636,5,read about death & carnage in the shell shop   find out about the eco-friendly food scene   look at the pretty pretty sunset   or continue on   ,25
1234,Uprooted_Farming-on-Sand_313_353,David DeWitt doesn't look like a farmer.,2.6666666666666696,3.0,2.6666666666666696,0.471404520791032,0.0,0.471404520791032,3,david dewitt doesn't look like a farmer ,8
1235,Uprooted_Farming-on-Sand_354_453,"With his long hair, scruffy beard and t-shirt, he'd fit in more at a Phish show than behind a plow.",2.8,3.0,3.2,0.4,0.0,0.4,5,with his long hair  scruffy beard and t-shirt  he'd fit in more at a phish show than behind a plow ,21
1236,Uprooted_Farming-on-Sand_454_578,"But appearances are deceiving, and David's comfy mien belies a passion that is influencing the culture of northern Cape Cod.",3.0,2.6,2.8,0.6324555320336761,0.489897948556636,0.4,5,but appearances are deceiving  and david's comfy mien belies a passion that is influencing the culture of northern cape cod ,21
1237,Uprooted_Farming-on-Sand_579_727,"To wit: in 2009, David helped launch the Truro Ag Fair -- an event that exceeded all expectations and brought huge crowds to local farmers' booths.",3.0,3.0,3.0,0.0,0.0,0.0,2,to wit: in 0  david helped launch the truro ag fair -- an event that exceeded all expectations and brought huge crowds to local farmers' booths ,28
1238,Uprooted_Farming-on-Sand_728_819,"He runs the Rock Spray nursery, a Certified Natural provider of evergreens and ornamentals.",2.8,3.2,3.0,0.4,0.4,0.0,5,he runs the rock spray nursery  a certified natural provider of evergreens and ornamentals ,14
1239,Uprooted_Farming-on-Sand_820_910,"And he manages the First Light Organic Farm, a lush green spot in a hollow of North Truro.",3.0,3.0,3.0,0.0,0.0,0.0,5,and he manages the first light organic farm  a lush green spot in a hollow of north truro ,18
1240,Uprooted_Farming-on-Sand_911_1035,"Here, David and his partner Arthur Teubner work year-round growing heirloom and hardy fruits and veggies to sell at market.",3.0,3.2,3.2,0.0,0.4,0.4,5,here  david and his partner arthur teubner work year-round growing heirloom and hardy fruits and veggies to sell at market ,20
1241,Uprooted_Farming-on-Sand_1036_1126,"David's a dedicated and inspired agrarian, whose passion for farming keeps him optimistic.",3.2,3.0,3.4,0.4,0.0,0.489897948556636,5,david's a dedicated and inspired agrarian  whose passion for farming keeps him optimistic ,14
1242,Uprooted_Farming-on-Sand_1127_1218,But farming on the Outer Cape is the sort of Sisyphian challenge that can wear anybody out.,2.8,2.8,2.8,0.4,0.4,0.4,5,but farming on the outer cape is the sort of sisyphian challenge that can wear anybody out ,17
1243,Uprooted_Farming-on-Sand_1219_1303,The hard truth: The soil of North Truro is not strong enough to support agriculture.,3.0,3.0,2.5,0.0,0.0,0.5,2,the hard truth: the soil of north truro is not strong enough to support agriculture ,16
1244,Uprooted_Farming-on-Sand_1304_1359,"Without fertilization, it deteriorates shockingly fast.",2.6666666666666696,3.6666666666666696,3.0,0.471404520791032,0.471404520791032,0.0,3,without fertilization  it deteriorates shockingly fast ,6
1245,Uprooted_Farming-on-Sand_1360_1442,David points out a patch of sand with a thin strip of fertile loam along the edge.,3.0,3.0,3.0,0.0,0.0,0.0,5,david points out a patch of sand with a thin strip of fertile loam along the edge ,17
1246,Uprooted_Farming-on-Sand_1443_1533,Last season it was a fertile veggie bed -- but it was left un-fertilized as an experiment.,3.0,2.8,3.2,0.6324555320336761,0.4,0.4,5,last season it was a fertile veggie bed -- but it was left un-fertilized as an experiment ,17
1247,Uprooted_Farming-on-Sand_1534_1569,"This is what happens, David says.",3.0,3.6666666666666696,2.6666666666666696,0.8164965809277259,0.471404520791032,0.471404520791032,3,this is what happens  david says ,6
1248,Uprooted_Farming-on-Sand_1534_1557,"This is what happens,",2.6,3.2,2.2,1.0198039027185601,0.4,0.748331477354788,5,this is what happens ,4
1249,Uprooted_Farming-on-Sand_1570_1645,"You have to keep feeding it organic material, or it turns back into sand.",3.0,2.8,3.0,0.0,0.4,0.0,5,you have to keep feeding it organic material  or it turns back into sand ,14
